#Acq. time (s)=	1
#Accumulations=	2
#Range (cm-¹)=	-400...800
#Windows=	3
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Off
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Emulator CCD
#Objective=	x100
#Grating=	1800 gr/mm
#ND Filter=	100%
#Laser (nm)=	512 
#Slit=	150.001
#Hole=	70.0087
#Project=	A
#Sample=	B
#Site=	C
#Title=	D_23
#Remark=	
#Date=	05.10.2017 07:53
#Acquired=	05.10.2017 07:53:28
-399.951	349
-399.32	372.5
-398.69	380.5
-398.06	365.5
-397.429	356.5
-396.799	343.5
-396.169	363.001
-395.54	385.001
-394.91	362.501
-394.28	395.501
-393.65	339.001
-393.02	366.501
-392.39	345.501
-391.761	390.001
-391.131	371.001
-390.501	386.001
-389.872	368.501
-389.243	409.001
-388.613	372.002
-387.984	375.002
-387.355	383.502
-386.726	407.502
-386.096	389.502
-385.467	348.002
-384.838	339.002
-384.209	378.002
-383.581	344.502
-382.951	348.502
-382.322	396.502
-381.694	372.003
-381.065	384.503
-380.436	354.503
-379.808	374.503
-379.179	390.003
-378.551	398.503
-377.922	393.003
-377.294	334.003
-376.665	377.503
-376.037	343.503
-375.408	375.003
-374.781	344.503
-374.152	340.004
-373.524	386.504
-372.896	338.004
-372.268	352.004
-371.64	366.504
-371.012	356.004
-370.384	349.504
-369.756	365.504
-369.129	365.504
-368.501	360.004
-367.873	381.004
-367.245	353.004
-366.618	369.005
-365.991	358.505
-365.363	382.005
-364.736	349.505
-364.109	339.505
-363.481	359.005
-362.854	376.505
-362.227	376.505
-361.6	395.505
-360.972	366.005
-360.345	370.505
-359.719	381.506
-359.092	402.006
-358.464	397.006
-357.838	367.506
-357.211	378.006
-356.585	364.506
-355.958	410.506
-355.331	350.006
-354.704	362.006
-354.078	350.006
-353.452	348.506
-352.826	375.006
-352.199	376.507
-351.573	350.507
-350.947	384.007
-350.32	378.507
-349.694	349.007
-349.068	378.507
-348.442	390.007
-347.816	341.507
-347.19	335.507
-346.564	412.007
-345.938	367.507
-345.312	375.008
-344.687	383.508
-344.061	361.008
-343.435	382.008
-342.81	408.508
-342.184	350.508
-341.559	386.008
-340.933	373.008
-340.309	354.008
-339.684	339.008
-339.058	342.008
-338.433	362.008
-337.808	363.509
-337.182	341.509
-336.557	373.509
-335.932	333.509
-335.308	368.509
-334.683	402.009
-334.058	375.509
-333.433	377.009
-332.808	369.009
-332.184	336.009
-331.559	373.509
-330.934	335.509
-330.309	342.01
-329.686	363.01
-329.061	357.01
-328.436	374.51
-327.812	406.01
-327.188	355.51
-326.564	326.51
-325.939	358.01
-325.316	358.01
-324.691	349.51
-324.067	364.51
-323.444	339.511
-322.819	360.511
-322.196	360.011
-321.572	348.511
-320.948	363.511
-320.325	351.511
-319.701	370.511
-319.078	348.511
-318.454	331.511
-317.831	359.511
-317.207	377.011
-316.584	368.511
-315.96	330.012
-315.337	338.012
-314.714	347.512
-314.091	364.012
-313.467	370.512
-312.845	358.012
-312.221	343.012
-311.599	314.012
-310.975	341.012
-310.353	359.012
-309.73	354.012
-309.107	361.013
-308.485	375.513
-307.862	326.513
-307.239	344.013
-306.617	356.013
-305.995	326.013
-305.371	366.013
-304.749	357.513
-304.128	324.013
-303.504	356.013
-302.882	345.513
-302.261	345.513
-301.638	338.014
-301.016	393.014
-300.394	357.014
-299.772	397.514
-299.151	355.514
-298.528	343.014
-297.906	381.014
-297.285	387.514
-296.663	367.514
-296.042	368.014
-295.42	366.014
-294.798	382.014
-294.176	363.015
-293.555	377.515
-292.934	328.515
-292.313	366.015
-291.691	352.515
-291.07	382.515
-290.449	401.515
-289.828	371.515
-289.207	354.015
-288.586	356.015
-287.965	355.015
-287.344	377.016
-286.723	391.516
-286.102	364.016
-285.482	380.016
-284.861	365.516
-284.24	363.016
-283.619	356.516
-282.999	326.516
-282.378	400.516
-281.757	387.016
-281.137	338.016
-280.516	390.016
-279.896	356.017
-279.276	366.017
-278.656	324.017
-278.036	393.017
-277.416	375.517
-276.795	358.517
-276.175	377.517
-275.555	362.017
-274.936	380.517
-274.316	355.517
-273.696	360.517
-273.076	390.517
-272.457	397.518
-271.837	334.518
-271.217	362.518
-270.597	324.018
-269.979	332.018
-269.359	368.018
-268.739	341.518
-268.121	365.518
-267.501	346.518
-266.881	365.518
